"obs" "date_surv" "gen" "date_birth" "region" "occup" "income" "single" "use" "intens"
1049 2016-12-07 "m" 1991-04-17 "Bangkok" "blue collar" 129 0 0 0
1050 2016-11-12 "m" 1972-07-25 "Central" "blue collar" 3011 1 0 0
1051 2016-10-31 "m" 1978-06-24 "NorthEast" "blue collar" 1669 0 0 0
1052 2016-11-12 "m" 1988-05-02 "Bangkok" "blue collar" 409 1 0 0
1053 2016-11-30 "f" 1987-05-08 "Central" "white collar" 3466 0 0 0
1054 2016-10-29 "f" 2009-01-12 "Bangkok" "school" 0 1 1 3
1055 2016-10-30 "f" 1986-05-13 "Bangkok" "white collar" 2263 1 0 0
1056 2016-11-08 "m" 2001-02-23 "Bangkok" "school" 0 1 1 3
1057 2016-12-06 "f" 2002-02-18 "NorthEast" "school" 0 1 0 0
1058 2016-10-30 "f" 1977-06-29 "NorthEast" "blue collar" 1880 1 0 0
1059 2016-11-17 "f" 1982-06-03 "Central" "blue collar" 1721 0 1 1
1060 2016-12-08 "m" 1992-04-11 "South" "blue collar" 2679 1 0 0
1061 2016-11-17 "f" 2002-02-18 "NorthEast" "school" 0 1 0 0
1062 2016-11-28 "f" 1971-07-31 "Bangkok" "blue collar" 1006 1 0 0
1063 2016-11-03 "f" 1992-04-11 "Bangkok" "blue collar" 1573 1 1 4
1064 2016-10-30 "f" 1991-04-17 "Bangkok" "blue collar" 1872 1 0 0
1065 2016-11-28 "f" 1991-04-17 "NorthEast" "white collar" 2891 1 0 0
1066 2016-11-24 "m" 2007-01-23 "NorthEast" "school" 0 1 0 0
1067 2016-12-04 "f" 1991-04-17 "Central" "white collar" 6711 1 1 5
1068 2016-11-22 "f" 1992-04-11 "Central" "white collar" 5692 1 1 4
1069 2016-11-22 "m" 1982-06-03 "East" "blue collar" 3181 0 0 0
1070 2016-12-03 "m" 1998-03-11 "East" "school" 0 1 1 3
1071 2016-11-12 "m" 2004-02-08 "Central" "school" 0 1 1 4
1072 2016-10-29 "m" 1983-05-29 "East" "white collar" 1800 0 0 0
1073 2016-10-29 "m" 2002-02-18 "Bangkok" "school" 0 1 1 7
1074 2016-11-22 "f" 2002-02-18 "Bangkok" "school" 0 1 1 6
1075 2016-11-17 "f" 1988-05-02 "Bangkok" "white collar" 4206 1 1 5
1076 2016-11-29 "m" 2003-02-13 "Central" "school" 0 1 0 0
1077 2016-11-15 "m" 1981-06-08 "Bangkok" "blue collar" 244 1 1 10
1078 2016-12-04 "f" 1991-04-17 "Bangkok" "blue collar" 62 1 0 0
1079 2016-11-29 "f" 1976-07-04 "East" "blue collar" 957 0 0 0
1080 2016-11-17 "m" 2000-02-29 "NorthEast" "school" 0 1 0 0
1081 2016-12-06 "f" 2003-02-13 "NorthEast" "school" 0 1 0 0
1082 2016-11-26 "m" 2008-01-18 "Bangkok" "school" 0 1 1 7
1083 2016-11-20 "m" 1986-05-13 "Central" "blue collar" 259 1 1 2
1084 2016-11-11 "m" 1995-03-27 "Bangkok" "blue collar" 1041 1 1 6
1085 2016-11-08 "m" 1999-03-06 "Central" "blue collar" 955 1 1 5
1086 2016-10-29 "m" 1970-08-05 "NorthEast" "white collar" 6640 0 0 0
1087 2016-11-09 "m" 1991-04-17 "NorthEast" "unempl" 0 1 0 0
1088 2016-11-02 "m" 1993-04-06 "Bangkok" "blue collar" 947 1 1 2
1089 2016-11-19 "f" 1990-04-22 "NorthEast" "unempl" 0 1 0 0
1090 2016-11-11 "f" 2003-02-13 "NorthEast" "school" 0 0 0 0
1091 2016-11-10 "f" 1980-06-13 "NorthEast" "blue collar" 1466 0 0 0
1092 2016-11-12 "f" 1987-05-08 "East" "blue collar" 3476 1 1 2
1093 2016-10-30 "f" 1983-05-29 "Bangkok" "white collar" 4444 0 0 0
1094 2016-12-06 "m" 1988-05-02 "Bangkok" "blue collar" 66 1 0 0
1095 2016-11-02 "m" 2009-01-12 "Bangkok" "school" 0 1 1 2
1096 2016-11-07 "f" 2003-02-13 "NorthEast" "school" 0 1 0 0
1097 2016-11-08 "m" 1991-04-17 "Central" "blue collar" 1585 1 1 2
1098 2016-11-21 "f" 1969-08-10 "NorthEast" "blue collar" 2229 0 0 0
1099 2016-11-20 "m" 1969-08-10 "Central" "blue collar" 2553 0 0 0
1100 2016-10-29 "m" 1986-05-13 "Bangkok" "blue collar" 279 1 0 0
1101 2016-12-07 "f" 1992-04-11 "NorthEast" "blue collar" 903 0 0 0
1102 2016-12-06 "m" 1988-05-02 "Central" "blue collar" 2349 1 1 10
1103 2016-12-10 "m" 1990-04-22 "East" "blue collar" 1719 1 1 6
1104 2016-12-01 "f" 1983-05-29 "NorthEast" "blue collar" 1207 1 0 0
1105 2016-12-04 "m" 1987-05-08 "NorthEast" "blue collar" 1648 1 1 3
1106 2016-12-05 "m" 2000-02-29 "East" "school" 0 1 1 3
1107 2016-11-14 "f" 1990-04-22 "North" "blue collar" 1838 0 0 0
1108 2016-11-24 "f" 1972-07-25 "NorthEast" "blue collar" 2393 0 0 0
1109 2016-11-05 "m" 2006-01-28 "NorthEast" "school" 0 1 1 4
1110 2016-12-07 "f" 2006-01-28 "Central" "school" 0 1 1 6
1111 2016-12-03 "f" 1986-05-13 "Central" "blue collar" . 0 0 0
1112 2016-11-05 "f" 1998-03-11 "Central" "school" 0 1 0 0
1113 2016-11-04 "f" 2007-01-23 "NorthEast" "school" 0 1 0 0
1114 2016-11-22 "m" 1992-04-11 "East" "white collar" 3478 1 0 0
1115 2016-10-30 "f" 1970-08-05 "North" "blue collar" 3467 0 0 0
1116 2016-11-05 "m" 1982-06-03 "Bangkok" "blue collar" 358 1 0 0
1117 2016-11-14 "m" 1995-03-27 "NorthEast" "univ" 0 1 0 0
1118 2016-12-05 "m" 1988-05-02 "Bangkok" "blue collar" 2582 0 0 0
1119 2016-12-08 "m" 1992-04-11 "Bangkok" "blue collar" 1790 1 1 3
1120 2016-12-06 "f" 1984-05-23 "NorthEast" "white collar" 4558 0 0 0
1121 2016-11-05 "f" 2002-02-18 "Bangkok" "school" 0 1 1 3
1122 2016-11-06 "m" 1976-07-04 "Central" "blue collar" 607 1 0 0
1123 2016-11-20 "f" 1984-05-23 "Bangkok" "white collar" 4410 1 1 8
1124 2016-11-27 "m" 1991-04-17 "NorthEast" "white collar" 4862 0 0 0
1125 2016-11-04 "f" 1989-04-27 "Central" "blue collar" 764 1 0 0
1126 2016-11-03 "m" 1983-05-29 "Bangkok" "blue collar" 1145 0 1 1
1127 2016-12-02 "m" 1989-04-27 "Bangkok" "white collar" 1563 1 1 4
1128 2016-11-22 "f" 1991-04-17 "Bangkok" "white collar" 3935 1 1 9
1129 2016-11-23 "f" 2000-02-29 "East" "blue collar" 2333 1 1 8
1130 2016-12-08 "m" 1999-03-06 "Bangkok" "school" 0 1 1 4
1131 2016-11-20 "f" 1996-03-21 "East" "unempl" 0 1 1 1
1132 2016-12-04 "m" 1990-04-22 "NorthEast" "unempl" 0 1 0 0
1133 2016-11-23 "m" 1972-07-25 "Bangkok" "blue collar" 2320 0 0 0
1134 2016-11-18 "f" 1990-04-22 "NorthEast" "white collar" 976 1 0 0
1135 2016-11-13 "f" 1991-04-17 "Central" "blue collar" 3966 1 0 0
1136 2016-12-09 "f" 1999-03-06 "Central" "blue collar" 674 1 1 13
1137 2016-11-08 "m" 1985-05-18 "NorthEast" "unempl" 0 0 0 0
1138 2016-11-17 "f" 1982-06-03 "Bangkok" "white collar" 3512 0 0 0
1139 2016-11-21 "m" 1988-05-02 "Central" "white collar" 994 0 0 0
1140 2016-11-25 "f" 1999-03-06 "Central" "blue collar" 2378 1 1 11
1141 2016-11-14 "m" 1990-04-22 "Bangkok" "white collar" 2499 1 1 3
1142 2016-11-27 "m" 1988-05-02 "Central" "blue collar" 2518 0 0 0
1143 2016-11-29 "m" 1981-06-08 "East" "white collar" 4212 1 0 0
1144 2016-11-01 "f" 1998-03-11 "Central" "school" 0 1 1 4
1145 2016-12-08 "m" 1990-04-22 "Bangkok" "blue collar" 2623 1 1 7
1146 2016-11-15 "m" 1997-03-16 "NorthEast" "blue collar" 1046 0 0 0
1147 2016-11-08 "f" 2005-02-02 "Bangkok" "school" 0 1 1 7
1148 2016-12-08 "f" 1978-06-24 "Bangkok" "white collar" 302 1 0 0
1149 2016-11-21 "m" 1985-05-18 "NorthEast" "unempl" 0 1 0 0
1150 2016-12-01 "f" 1990-04-22 "Bangkok" "white collar" 120 1 1 7
1151 2016-11-14 "m" 1988-05-02 "NorthEast" "white collar" 4079 1 1 1
1152 2016-11-26 "f" 1968-08-15 "East" "unempl" 0 1 0 0
1153 2016-11-06 "f" 2002-02-18 "NorthEast" "school" 0 1 0 0
1154 2016-11-27 "m" 1991-04-17 "Central" "blue collar" 177 1 0 0
1155 2016-11-03 "m" 1981-06-08 "Bangkok" "white collar" 4101 1 0 0
1156 2016-11-16 "m" 1970-08-05 "NorthEast" "blue collar" 1902 0 0 0
1157 2016-11-08 "m" 1990-04-22 "South" "blue collar" 704 1 1 3
1158 2016-11-03 "m" 1971-07-31 "Central" "blue collar" 2359 0 0 0
1159 2016-11-27 "m" 2002-02-18 "East" "school" 0 1 1 8
1160 2016-11-12 "f" 1991-04-17 "Bangkok" "blue collar" 3116 1 1 3
1161 2016-12-07 "m" 1976-07-04 "Bangkok" "unempl" 0 1 0 0
1162 2016-11-04 "m" 2004-02-08 "Bangkok" "school" 0 1 0 0
1163 2016-11-27 "f" 1986-05-13 "East" "white collar" 4105 1 1 4
1164 2016-11-15 "f" 2007-01-23 "NorthEast" "school" 0 1 0 0
1165 2016-11-18 "m" 2002-02-18 "Bangkok" "school" 0 1 1 2
1166 2016-11-14 "m" 1979-06-19 "South" "blue collar" 1455 0 0 0
1167 2016-11-09 "m" 2004-02-08 "Central" "school" 0 1 0 0
1168 2016-11-08 "m" 2004-02-08 "Bangkok" "school" 0 1 1 1
1169 2016-11-17 "f" 1996-03-21 "Bangkok" "blue collar" 2688 1 1 2
1170 2016-12-05 "m" 1988-05-02 "Bangkok" "blue collar" 801 1 1 5
1171 2016-11-07 "m" 1981-06-08 "East" "unempl" 0 1 0 0
1172 2016-12-06 "f" 2009-01-12 "NorthEast" "school" 0 1 0 0
1173 2016-11-24 "m" 2000-02-29 "NorthEast" "blue collar" 1095 1 0 0
1174 2016-11-24 "m" 1989-04-27 "North" "white collar" 1825 1 0 0
1175 2016-12-06 "m" 2000-02-29 "Bangkok" "blue collar" 4106 0 1 3
1176 2016-12-05 "f" 1992-04-11 "Bangkok" "unempl" 0 1 1 3
1177 2016-11-04 "f" 2003-02-13 "East" "school" 0 1 0 0
1178 2016-11-17 "m" 1984-05-23 "Bangkok" "blue collar" 885 1 1 5
1179 2016-11-14 "m" 1989-04-27 "NorthEast" "blue collar" 129 1 0 0
1180 2016-11-23 "m" 1987-05-08 "NorthEast" "blue collar" 3131 1 0 0
1181 2016-11-30 "f" 1991-04-17 "NorthEast" "blue collar" 75 1 1 1
1182 2016-11-07 "m" 1999-03-06 "Bangkok" "school" 0 1 1 3
1183 2016-12-10 "f" 1987-05-08 "Central" "white collar" 4352 1 1 3
1184 2016-11-16 "f" 1979-06-19 "Bangkok" "blue collar" 1512 0 1 3
1185 2016-11-23 "m" 1986-05-13 "NorthEast" "blue collar" 1049 0 0 0
1186 2016-11-10 "f" 1990-04-22 "Central" "blue collar" 1526 1 1 8
1187 2016-11-27 "m" 1990-04-22 "NorthEast" "blue collar" 1549 1 0 0
1188 2016-10-30 "m" 1993-04-06 "Central" "blue collar" 1676 1 0 0
1189 2016-11-24 "f" 2004-02-08 "NorthEast" "school" 0 1 1 2
1190 2016-11-20 "m" 1993-04-06 "East" "blue collar" 4100 1 1 2
1191 2016-11-19 "f" 1989-04-27 "Bangkok" "blue collar" 1216 1 1 1
1192 2016-11-21 "m" 1999-03-06 "East" "blue collar" 3148 1 1 4
1193 2016-11-09 "f" 1991-04-17 "NorthEast" "white collar" 507 1 1 1
1194 2016-10-30 "m" 1990-04-22 "NorthEast" "white collar" 6734 0 0 0
1195 2016-11-12 "f" 1990-04-22 "NorthEast" "blue collar" 1412 1 0 0
1196 2016-12-10 "m" 1995-03-27 "Central" "univ" 0 1 1 2
1197 2016-11-29 "m" 2004-02-08 "NorthEast" "school" 0 1 0 0
1198 2016-11-09 "f" 2008-01-18 "East" "school" 0 1 1 7
1199 2016-11-03 "m" 1992-04-11 "Bangkok" "blue collar" 377 1 1 2
1200 2016-12-10 "f" 1981-06-08 "Central" "blue collar" 1109 1 0 0
1201 2016-11-13 "f" 1982-06-03 "Bangkok" "blue collar" 15 1 1 7
1202 2016-12-06 "f" 1980-06-13 "East" "unempl" 0 1 0 0
1203 2016-11-07 "m" 1998-03-11 "Central" "school" 0 1 1 2
1204 2016-11-05 "f" 1999-03-06 "Bangkok" "school" 0 1 1 2
1205 2016-10-31 "m" 1981-06-08 "Bangkok" "blue collar" 796 0 0 0
1206 2016-12-06 "f" 1995-03-27 "NorthEast" "univ" 0 1 1 4
1207 2016-12-01 "m" 2007-01-23 "NorthEast" "school" 0 0 0 0
1208 2016-11-09 "m" 1982-06-03 "Central" "unempl" 0 1 0 0
1209 2016-10-31 "m" 1993-04-06 "North" "univ" 0 0 0 0
1210 2016-10-30 "m" 1968-08-15 "Bangkok" "unempl" 0 0 0 0
1211 2016-10-30 "f" 1988-05-02 "South" "white collar" 3782 1 0 0
1212 2016-11-15 "m" 2006-01-28 "Bangkok" "school" 0 1 1 7
1213 2016-11-17 "m" 1994-04-01 "East" "univ" 0 1 1 1
1214 2016-11-17 "f" 1996-03-21 "NorthEast" "unempl" 0 0 0 0
1215 2016-10-31 "m" 2000-02-29 "Bangkok" "school" 0 1 1 2
1216 2016-11-08 "m" 1988-05-02 "Bangkok" "blue collar" 1933 1 1 4
1217 2016-11-04 "m" 1988-05-02 "East" "blue collar" 727 0 1 2
1218 2016-12-10 "m" 1982-06-03 "South" "blue collar" 2393 0 0 0
1219 2016-11-01 "f" 1982-06-03 "South" "blue collar" 664 1 0 0
1220 2016-12-03 "m" 1990-04-22 "South" "blue collar" 2221 1 1 3
1221 2016-10-29 "f" 2009-01-12 "Bangkok" "school" 0 1 0 0
1222 2016-11-25 "f" 1990-04-22 "East" "blue collar" 321 1 1 7
1223 2016-12-09 "f" 1998-03-11 "Bangkok" "school" 0 1 1 2
1224 2016-11-09 "f" 1989-04-27 "South" "blue collar" 1642 1 1 7
1225 2016-11-24 "f" 1991-04-17 "Bangkok" "blue collar" 934 1 0 0
1226 2016-11-05 "m" 1998-03-11 "NorthEast" "school" 0 0 0 0
1227 2016-11-26 "m" 1985-05-18 "East" "white collar" 6895 1 1 3
1228 2016-11-22 "m" 2007-01-23 "NorthEast" "school" 0 1 0 0
1229 2016-11-01 "m" 2000-02-29 "Bangkok" "school" 0 1 1 3
1230 2016-11-29 "m" 2008-01-18 "Bangkok" "school" 0 1 1 3
1231 2016-11-23 "f" 2000-02-29 "Bangkok" "school" 0 1 1 3
1232 2016-12-01 "m" 1989-04-27 "NorthEast" "white collar" 893 1 0 0
1233 2016-11-07 "m" 2000-02-29 "Bangkok" "blue collar" 1642 0 0 0
1234 2016-10-29 "f" 2004-02-08 "Bangkok" "school" 0 1 0 0
1235 2016-11-25 "f" 2002-02-18 "Bangkok" "school" 0 1 1 2
1236 2016-11-22 "f" 2005-02-02 "Bangkok" "school" 0 1 1 7
1237 2016-12-08 "f" 1990-04-22 "NorthEast" "white collar" 1705 1 0 0
1238 2016-11-11 "m" 1970-08-05 "Central" "blue collar" 955 1 0 0
1239 2016-12-03 "f" 1993-04-06 "Bangkok" "univ" 0 0 1 1
1240 2016-11-04 "f" 1970-08-05 "NorthEast" "blue collar" 3614 0 0 0
1241 2016-10-29 "m" 1991-04-17 "Central" "blue collar" 2102 0 0 0
1242 2016-11-17 "f" 1982-06-03 "Bangkok" "white collar" 4288 1 0 0
1243 2016-11-25 "f" 2000-02-29 "Central" "blue collar" 771 1 1 4
1244 2016-11-15 "f" 1983-05-29 "NorthEast" "white collar" 3554 0 0 0
1245 2016-11-01 "f" 1993-04-06 "Bangkok" "blue collar" 2520 1 1 3
1246 2016-11-30 "m" 1991-04-17 "Bangkok" "blue collar" 2329 1 1 7
1247 2016-11-01 "m" 1987-05-08 "Bangkok" "white collar" 2486 1 1 3
1248 2016-11-13 "f" 1995-03-27 "East" "univ" 0 1 1 11
1249 2016-11-28 "f" 1991-04-17 "Bangkok" "blue collar" 2056 1 0 0
1250 2016-11-17 "f" 1997-03-16 "NorthEast" "blue collar" 3203 1 1 3
1251 2016-11-16 "f" 1986-05-13 "NorthEast" "blue collar" 2801 0 0 0
1252 2016-12-03 "m" 1983-05-29 "Central" "blue collar" 2780 0 0 0
1253 2016-11-03 "m" 1991-04-17 "NorthEast" "white collar" 6602 0 0 0
1254 2016-11-22 "m" 1988-05-02 "Bangkok" "blue collar" 2491 1 1 2
1255 2016-10-31 "m" 1987-05-08 "Central" "blue collar" 2685 1 0 0
1256 2016-11-16 "m" 1991-04-17 "North" "white collar" 3032 0 0 0
1257 2016-11-07 "f" 1983-05-29 "Bangkok" "blue collar" 4325 1 0 0
1258 2016-11-15 "f" 2004-02-08 "Central" "school" 0 1 1 5
1259 2016-11-10 "m" 1994-04-01 "South" "unempl" 0 0 1 1
1260 2016-11-15 "m" 1982-06-03 "NorthEast" "blue collar" 92 1 1 6
1261 2016-11-09 "m" 1993-04-06 "Central" "blue collar" 377 1 1 6
1262 2016-11-25 "m" 1973-07-20 "East" "white collar" 3625 0 0 0
1263 2016-11-18 "f" 1987-05-08 "South" "blue collar" 1889 1 1 2
1264 2016-11-01 "m" 1978-06-24 "NorthEast" "blue collar" 498 0 0 0
1265 2016-11-16 "f" 2008-01-18 "Central" "school" 0 1 0 0
1266 2016-11-08 "m" 1990-04-22 "Bangkok" "blue collar" 2308 1 0 0
1267 2016-11-18 "m" 1982-06-03 "Bangkok" "blue collar" 2232 0 0 0
1268 2016-11-28 "m" 1987-05-08 "Central" "blue collar" 4849 1 1 7
1269 2016-11-25 "f" 1982-06-03 "Central" "white collar" 5376 0 0 0
1270 2016-11-17 "f" 1995-03-27 "Bangkok" "blue collar" 888 1 0 0
1271 2016-12-04 "f" 1993-04-06 "South" "univ" 0 1 1 1
1272 2016-11-11 "m" 1992-04-11 "North" "blue collar" 204 1 1 4
1273 2016-11-15 "m" 2000-02-29 "Bangkok" "blue collar" 1221 1 0 0
1274 2016-11-12 "m" 1996-03-21 "Bangkok" "univ" 0 0 0 0
1275 2016-11-14 "f" 2005-02-02 "Bangkok" "school" 0 1 1 6
1276 2016-11-26 "m" 1991-04-17 "Central" "white collar" 1345 1 1 5
1277 2016-11-27 "m" 1982-06-03 "NorthEast" "blue collar" 1016 0 0 0
1278 2016-12-01 "f" 1988-05-02 "Bangkok" "blue collar" 445 1 0 0
1279 2016-11-02 "m" 2004-02-08 "Bangkok" "school" 0 1 0 0
1280 2016-11-02 "f" 2008-01-18 "Bangkok" "school" 0 1 1 2
1281 2016-11-16 "m" 1993-04-06 "NorthEast" "blue collar" 1411 1 1 1
1282 2016-11-03 "m" 2003-02-13 "NorthEast" "school" 0 1 0 0
1283 2016-11-20 "f" 1989-04-27 "NorthEast" "blue collar" 1336 1 1 2
1284 2016-12-10 "f" 1970-08-05 "Bangkok" "unempl" 0 0 0 0
1285 2016-11-19 "m" 1980-06-13 "NorthEast" "blue collar" 838 0 0 0
1286 2016-11-27 "f" 1990-04-22 "Central" "blue collar" 444 1 0 0
1287 2016-12-09 "m" 1995-03-27 "Central" "univ" 0 0 1 1
1288 2016-12-07 "m" 1994-04-01 "NorthEast" "blue collar" 728 1 0 0
1289 2016-11-19 "m" 1983-05-29 "NorthEast" "unempl" 0 1 1 8
1290 2016-11-30 "f" 1994-04-01 "East" "univ" 0 1 1 1
1291 2016-11-16 "f" 1973-07-20 "East" "blue collar" 2908 0 0 0
1292 2016-11-29 "m" 1999-03-06 "Bangkok" "school" 0 1 1 4
1293 2016-12-01 "f" 1988-05-02 "Central" "white collar" 7346 0 0 0
1294 2016-11-14 "f" 1998-03-11 "Bangkok" "blue collar" 3068 1 1 5
1295 2016-11-18 "m" 1983-05-29 "NorthEast" "unempl" 0 0 0 0
1296 2016-10-29 "m" 1970-08-05 "NorthEast" "blue collar" 3347 1 0 0
1297 2016-12-06 "m" 1998-03-11 "Bangkok" "school" 0 1 0 0
1298 2016-11-13 "f" 2005-02-02 "NorthEast" "school" 0 0 0 0
1299 2016-11-16 "m" 1995-03-27 "NorthEast" "univ" 0 0 0 0
1300 2016-10-29 "m" 2007-01-23 "Central" "school" 0 1 1 2
1301 2016-11-14 "f" 1997-03-16 "Bangkok" "univ" 0 1 1 5
1302 2016-11-14 "m" 1997-03-16 "Bangkok" "blue collar" 621 1 0 0
1303 2016-11-26 "m" 2005-02-02 "NorthEast" "school" 0 1 0 0
1304 2016-12-08 "f" 1981-06-08 "NorthEast" "blue collar" 1064 1 0 0
1305 2016-11-15 "f" 2005-02-02 "Bangkok" "school" 0 1 1 4
1306 2016-11-20 "m" 1993-04-06 "East" "blue collar" 1394 1 0 0
1307 2016-11-23 "m" 1991-04-17 "Bangkok" "white collar" 9359 1 1 9
1308 2016-11-18 "m" 1972-07-25 "NorthEast" "unempl" 0 1 0 0
1309 2016-12-01 "m" 1981-06-08 "East" "white collar" 7546 1 1 4
1310 2016-11-15 "f" 1997-03-16 "Bangkok" "blue collar" 2423 1 0 0
1311 2016-10-29 "m" 1990-04-22 "Central" "blue collar" 2599 1 0 0
1312 2016-12-09 "m" 1982-06-03 "Bangkok" "white collar" 1356 0 0 0
1313 2016-11-25 "m" 1971-07-31 "NorthEast" "blue collar" 1729 0 0 0
1314 2016-11-06 "m" 1985-05-18 "East" "unempl" 0 1 1 4
1315 2016-11-10 "f" 1986-05-13 "Central" "unempl" 0 1 0 0
1316 2016-12-06 "m" 1989-04-27 "East" "unempl" 0 1 1 2
1317 2016-12-07 "m" 2000-02-29 "NorthEast" "blue collar" 556 1 0 0
1318 2016-12-02 "f" 1975-07-10 "Bangkok" "blue collar" 2414 1 0 0
1319 2016-11-10 "f" 2003-02-13 "Bangkok" "school" 0 1 0 0
1320 2016-11-28 "f" 1992-04-11 "NorthEast" "blue collar" 880 1 0 0
1321 2016-11-01 "f" 1977-06-29 "NorthEast" "blue collar" 2975 0 0 0
1322 2016-11-29 "f" 1982-06-03 "East" "unempl" 0 1 0 0
1323 2016-11-05 "f" 1995-03-27 "Bangkok" "blue collar" 2100 1 1 2
1324 2016-11-15 "m" 2001-02-23 "Central" "school" 0 1 1 2
1325 2016-12-10 "m" 1977-06-29 "Central" "blue collar" 1273 1 0 0
1326 2016-11-03 "f" 1994-04-01 "Central" "unempl" 0 1 1 2
1327 2016-11-03 "m" 1997-03-16 "East" "blue collar" 540 1 1 2
1328 2016-11-15 "f" 1995-03-27 "Central" "univ" 0 1 1 5
1329 2016-11-04 "f" 1992-04-11 "South" "blue collar" 1097 1 1 3
1330 2016-11-24 "f" 1991-04-17 "East" "blue collar" 1146 1 0 0
1331 2016-12-09 "m" 1998-03-11 "NorthEast" "blue collar" 212 1 1 1
1332 2016-11-20 "m" 1995-03-27 "Bangkok" "unempl" 0 1 1 3
1333 2016-11-01 "m" 1981-06-08 "East" "blue collar" 1133 1 1 4
1334 2016-12-09 "f" 1989-04-27 "Central" "white collar" 3714 1 1 11
1335 2016-11-15 "f" 2008-01-18 "NorthEast" "school" 0 1 0 0
1336 2016-11-11 "f" 1985-05-18 "Central" "blue collar" 2968 1 0 0
1337 2016-11-25 "f" 2002-02-18 "North" "school" 0 1 1 4
1338 2016-12-04 "f" 1996-03-21 "Bangkok" "univ" 0 1 1 9
1339 2016-11-03 "f" 2003-02-13 "Bangkok" "school" 0 1 1 3
1340 2016-11-29 "m" 1987-05-08 "Central" "blue collar" 3404 1 1 3
1341 2016-12-05 "m" 1983-05-29 "East" "blue collar" 1370 1 1 4
1342 2016-11-14 "f" 1983-05-29 "Bangkok" "white collar" 4680 0 0 0
1343 2016-10-29 "m" 1985-05-18 "Bangkok" "white collar" 7093 1 1 6
1344 2016-11-05 "f" 1980-06-13 "Central" "blue collar" 82 0 0 0
1345 2016-11-27 "f" 1979-06-19 "NorthEast" "blue collar" 1772 0 0 0
1346 2016-11-24 "f" 1982-06-03 "NorthEast" "blue collar" 4024 1 0 0
1347 2016-12-04 "m" 2000-02-29 "Bangkok" "blue collar" 350 1 1 3
1348 2016-11-07 "m" 1980-06-13 "Bangkok" "blue collar" 2465 0 0 0
1349 2016-11-18 "f" 1995-03-27 "NorthEast" "unempl" 0 1 0 0
1350 2016-11-13 "m" 1980-06-13 "Bangkok" "white collar" 6388 1 1 3
1351 2016-11-22 "f" 1984-05-23 "Bangkok" "blue collar" 1003 0 0 0
1352 2016-11-13 "f" 1984-05-23 "NorthEast" "blue collar" 2187 0 0 0
1353 2016-11-04 "m" 1993-04-06 "NorthEast" "blue collar" 4892 1 0 0
1354 2016-11-15 "f" 2007-01-23 "Central" "school" 0 1 1 3
1355 2016-11-28 "f" 1990-04-22 "Bangkok" "blue collar" 1508 0 0 0
1356 2016-11-17 "m" 1987-05-08 "Bangkok" "blue collar" 438 1 0 0
1357 2016-11-09 "f" 1973-07-20 "Bangkok" "blue collar" 2638 0 0 0
1358 2016-11-10 "f" 1985-05-18 "Bangkok" "blue collar" 2391 1 1 2
1359 2016-12-01 "m" 1991-04-17 "Central" "white collar" 7389 0 1 2
1360 2016-11-22 "m" 1998-03-11 "Central" "blue collar" 362 1 0 0
1361 2016-11-09 "m" 1991-04-17 "Bangkok" "blue collar" 1529 1 1 4
1362 2016-11-10 "f" 2000-02-29 "Bangkok" "school" 0 1 1 3
1363 2016-11-14 "m" 1990-04-22 "NorthEast" "blue collar" 2270 0 0 0
1364 2016-11-16 "m" 2004-02-08 "Central" "school" 0 1 0 0
1365 2016-12-10 "m" 1971-07-31 "NorthEast" "blue collar" 3840 0 0 0
1366 2016-12-04 "f" 1991-04-17 "Central" "blue collar" 3804 1 1 3
1367 2016-11-29 "m" 2005-02-02 "NorthEast" "school" 0 1 0 0
1368 2016-11-05 "m" 2007-01-23 "Central" "school" 0 1 0 0
1369 2016-11-23 "m" 1981-06-08 "NorthEast" "blue collar" 140 1 0 0
1370 2016-11-12 "f" 1992-04-11 "Central" "white collar" 5969 0 0 0
1371 2016-11-13 "m" 1990-04-22 "East" "white collar" 1820 1 1 5
1372 2016-11-08 "f" 2004-02-08 "East" "school" 0 1 1 2
1373 2016-12-06 "m" 1991-04-17 "Bangkok" "blue collar" 1788 0 0 0
1374 2016-11-18 "f" 1983-05-29 "NorthEast" "white collar" 7177 0 0 0
1375 2016-12-04 "m" 2005-02-02 "NorthEast" "school" 0 1 0 0
1376 2016-11-06 "f" 1990-04-22 "NorthEast" "white collar" 237 1 0 0
1377 2016-12-01 "f" 1985-05-18 "East" "white collar" 5820 1 1 2
1378 2016-11-02 "m" 1992-04-11 "Bangkok" "blue collar" 2796 1 0 0
1379 2016-12-07 "m" 1997-03-16 "East" "univ" 0 1 1 1
1380 2016-12-03 "m" 1987-05-08 "Central" "white collar" 5945 1 1 6
1381 2016-11-13 "f" 1982-06-03 "East" "white collar" 925 1 0 0
1382 2016-12-04 "m" 1983-05-29 "NorthEast" "blue collar" 2088 0 0 0
1383 2016-12-01 "f" 1992-04-11 "NorthEast" "blue collar" 1921 1 1 1
1384 2016-11-24 "m" 1984-05-23 "NorthEast" "blue collar" 1565 1 0 0
1385 2016-12-01 "m" 1991-04-17 "Bangkok" "blue collar" 2360 0 1 3
1386 2016-11-21 "f" 1995-03-27 "NorthEast" "univ" 0 0 0 0
1387 2016-11-30 "m" 2004-02-08 "NorthEast" "school" 0 1 0 0
